lambda0_init,alpha_init,theta_init,gamma_init,lambda0_se,alpha_se,theta_se,gamma_se,lambda0_var,alpha_var,theta_var,gamma_var
15.371267399638784,1.6083656201283254,0.8712653894606734,0.5537673935814657,0.4784335726034531,0.03104536132929653,0.00845159091048003,0.04171285345164122,0.22889868339410363,0.0009638144600665805,7.142938891810867e-05,0.0017399621430780967
